religion,industry,column,staff_category,breakdown,value
moslems,VIII. Chemical industries,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
moslems,VIII. Chemical industries,27,Clerical staff — clerical,"persons, total",2
moslems,VIII. Chemical industries,28,Clerical staff — clerical,"persons, males",2
moslems,VIII. Chemical industries,29,Clerical staff — clerical,"persons, females",0
moslems,VIII. Chemical industries,30,Clerical staff — clerical,"Palestinian Arabs, males",2
moslems,VIII. Chemical industries,31,Clerical staff — clerical,"Palestinian Arabs, females",0
moslems,VIII. Chemical industries,32,Clerical staff — clerical,"Palestinian Jews, males",0
moslems,VIII. Chemical industries,33,Clerical staff — clerical,"Palestinian Jews, females",0
moslems,VIII. Chemical industries,34,Clerical staff — clerical,"Palestinian others, males",0
moslems,VIII. Chemical industries,35,Clerical staff — clerical,"Palestinian others, females",0
moslems,VIII. Chemical industries,36,Clerical staff — clerical,"non-Palestinian, males",0
moslems,VIII. Chemical industries,37,Clerical staff — clerical,"non-Palestinian, females",0
moslems,VIII. Chemical industries,38,Operatives under 17 years,"persons, total",0
moslems,VIII. Chemical industries,39,Operatives under 17 years,"persons, males",0
moslems,VIII. Chemical industries,40,Operatives under 17 years,"persons, females",0
moslems,VIII. Chemical industries,41,Operatives under 17 years,"Palestinian Arabs, males",0
moslems,VIII. Chemical industries,42,Operatives under 17 years,"Palestinian Arabs, females",0
moslems,VIII. Chemical industries,43,Operatives under 17 years,"Palestinian Jews, males",0
moslems,VIII. Chemical industries,44,Operatives under 17 years,"Palestinian Jews, females",0
moslems,VIII. Chemical industries,45,Operatives under 17 years,"Palestinian others, males",0
moslems,VIII. Chemical industries,46,Operatives under 17 years,"Palestinian others, females",0
moslems,VIII. Chemical industries,47,Operatives under 17 years,"non-Palestinian, males",0
moslems,VIII. Chemical industries,48,Operatives under 17 years,"non-Palestinian, females",0
moslems,VIII. Chemical industries,49,Operatives 17 years and over,"persons, total",1
moslems,VIII. Chemical industries,50,Operatives 17 years and over,"persons, males",1
moslems,VIII. Chemical industries,51,Operatives 17 years and over,"persons, females",0
moslems,VIII. Chemical industries,52,Operatives 17 years and over,"Palestinian Arabs, males",1
moslems,VIII. Chemical industries,53,Operatives 17 years and over,"Palestinian Arabs, females",0
moslems,VIII. Chemical industries,54,Operatives 17 years and over,"Palestinian Jews, males",0
moslems,VIII. Chemical industries,55,Operatives 17 years and over,"Palestinian Jews, females",0
moslems,VIII. Chemical industries,56,Operatives 17 years and over,"Palestinian others, males",0
moslems,VIII. Chemical industries,57,Operatives 17 years and over,"Palestinian others, females",0
moslems,VIII. Chemical industries,58,Operatives 17 years and over,"non-Palestinian, males",0
moslems,VIII. Chemical industries,59,Operatives 17 years and over,"non-Palestinian, females",0
moslems,"IX. Food, drink and tobacco",2,total population engaged,persons,504
moslems,"IX. Food, drink and tobacco",3,total population engaged,males,456
moslems,"IX. Food, drink and tobacco",4,total population engaged,females,48
moslems,"IX. Food, drink and tobacco",5,Directional & supervising staff — managers,"persons, total",0
moslems,"IX. Food, drink and tobacco",6,Directional & supervising staff — managers,"persons, males",0
moslems,"IX. Food, drink and tobacco",7,Directional & supervising staff — managers,"persons, females",0
moslems,"IX. Food, drink and tobacco",8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
moslems,"IX. Food, drink and tobacco",9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
moslems,"IX. Food, drink and tobacco",10,Directional & supervising staff — managers,"Palestinian Jews, males",0
moslems,"IX. Food, drink and tobacco",11,Directional & supervising staff — managers,"Palestinian Jews, females",0
moslems,"IX. Food, drink and tobacco",12,Directional & supervising staff — managers,"Palestinian others, males",0
moslems,"IX. Food, drink and tobacco",13,Directional & supervising staff — managers,"Palestinian others, females",0
moslems,"IX. Food, drink and tobacco",14,Directional & supervising staff — managers,"non-Palestinian, males",0
moslems,"IX. Food, drink and tobacco",15,Directional & supervising staff — managers,"non-Palestinian, females",0
moslems,"IX. Food, drink and tobacco",16,Directional & supervising staff — supervising & technical,"persons, total",4
moslems,"IX. Food, drink and tobacco",17,Directional & supervising staff — supervising & technical,"persons, males",4
moslems,"IX. Food, drink and tobacco",18,Directional & supervising staff — supervising & technical,"persons, females",0
moslems,"IX. Food, drink and tobacco",19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",4
moslems,"IX. Food, drink and tobacco",20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
moslems,"IX. Food, drink and tobacco",21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",0
moslems,"IX. Food, drink and tobacco",22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
moslems,"IX. Food, drink and tobacco",23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
moslems,"IX. Food, drink and tobacco",24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
moslems,"IX. Food, drink and tobacco",25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",0
moslems,"IX. Food, drink and tobacco",26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
moslems,"IX. Food, drink and tobacco",27,Clerical staff — clerical,"persons, total",11
moslems,"IX. Food, drink and tobacco",28,Clerical staff — clerical,"persons, males",11
moslems,"IX. Food, drink and tobacco",29,Clerical staff — clerical,"persons, females",0
moslems,"IX. Food, drink and tobacco",30,Clerical staff — clerical,"Palestinian Arabs, males",11
moslems,"IX. Food, drink and tobacco",31,Clerical staff — clerical,"Palestinian Arabs, females",0
moslems,"IX. Food, drink and tobacco",32,Clerical staff — clerical,"Palestinian Jews, males",0
moslems,"IX. Food, drink and tobacco",33,Clerical staff — clerical,"Palestinian Jews, females",0
moslems,"IX. Food, drink and tobacco",34,Clerical staff — clerical,"Palestinian others, males",0
moslems,"IX. Food, drink and tobacco",35,Clerical staff — clerical,"Palestinian others, females",0
moslems,"IX. Food, drink and tobacco",36,Clerical staff — clerical,"non-Palestinian, males",0
moslems,"IX. Food, drink and tobacco",37,Clerical staff — clerical,"non-Palestinian, females",0
moslems,"IX. Food, drink and tobacco",38,Operatives under 17 years,"persons, total",110
moslems,"IX. Food, drink and tobacco",39,Operatives under 17 years,"persons, males",97
moslems,"IX. Food, drink and tobacco",40,Operatives under 17 years,"persons, females",13
moslems,"IX. Food, drink and tobacco",41,Operatives under 17 years,"Palestinian Arabs, males",96
moslems,"IX. Food, drink and tobacco",42,Operatives under 17 years,"Palestinian Arabs, females",13
moslems,"IX. Food, drink and tobacco",43,Operatives under 17 years,"Palestinian Jews, males",0
moslems,"IX. Food, drink and tobacco",44,Operatives under 17 years,"Palestinian Jews, females",0
moslems,"IX. Food, drink and tobacco",45,Operatives under 17 years,"Palestinian others, males",0
moslems,"IX. Food, drink and tobacco",46,Operatives under 17 years,"Palestinian others, females",0
moslems,"IX. Food, drink and tobacco",47,Operatives under 17 years,"non-Palestinian, males",1
moslems,"IX. Food, drink and tobacco",48,Operatives under 17 years,"non-Palestinian, females",0
moslems,"IX. Food, drink and tobacco",49,Operatives 17 years and over,"persons, total",379
moslems,"IX. Food, drink and tobacco",50,Operatives 17 years and over,"persons, males",344
moslems,"IX. Food, drink and tobacco",51,Operatives 17 years and over,"persons, females",35
moslems,"IX. Food, drink and tobacco",52,Operatives 17 years and over,"Palestinian Arabs, males",335
moslems,"IX. Food, drink and tobacco",53,Operatives 17 years and over,"Palestinian Arabs, females",35
moslems,"IX. Food, drink and tobacco",54,Operatives 17 years and over,"Palestinian Jews, males",0
moslems,"IX. Food, drink and tobacco",55,Operatives 17 years and over,"Palestinian Jews, females",0
moslems,"IX. Food, drink and tobacco",56,Operatives 17 years and over,"Palestinian others, males",0
moslems,"IX. Food, drink and tobacco",57,Operatives 17 years and over,"Palestinian others, females",0
moslems,"IX. Food, drink and tobacco",58,Operatives 17 years and over,"non-Palestinian, males",9
moslems,"IX. Food, drink and tobacco",59,Operatives 17 years and over,"non-Palestinian, females",0
moslems,X. Industries of dress and the toilet,2,total population engaged,persons,0
moslems,X. Industries of dress and the toilet,3,total population engaged,males,0
moslems,X. Industries of dress and the toilet,4,total population engaged,females,0
moslems,X. Industries of dress and the toilet,5,Directional & supervising staff — managers,"persons, total",0
moslems,X. Industries of dress and the toilet,6,Directional & supervising staff — managers,"persons, males",0
moslems,X. Industries of dress and the toilet,7,Directional & supervising staff — managers,"persons, females",0
moslems,X. Industries of dress and the toilet,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
moslems,X. Industries of dress and the toilet,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
moslems,X. Industries of dress and the toilet,10,Directional & supervising staff — managers,"Palestinian Jews, males",0
