date	pub	lang	page_id	kind	term	place	haifa	dateline	diseases	transfer	window
1940-09-14	falastin	ar	falastin19400914-01.1.3	quarantine_station	الحجر الصحي		other:Ramallah	Ramallah			…ملون علي تذليل العقبات حتي يتاح للحجاج الصفر في الموسم القادم وقد علمنا ان وزاره الداخليه وافقت امس علي اباحه الحج في هذا الموسم وابلغت ذلك الي مصلحه الحجر الصحي والي المديريات والمحافظات وشركه مصر للملاحه وهناك مفاوضات جرت بين الحكومتين المصريه والحجازيه النقد المصري في هذا العام بشان صحر فهم الاتفاق علي جعل …
1940-09-14	falastin	ar	falastin19400914-01.1.3	quarantine_station	محجر الطور		other:Ramallah	Ramallah			…جرت بين الحكومتين المصريه والحجازيه النقد المصري في هذا العام بشان صحر فهم الاتفاق علي جعل سعر الجنيه المصري | كما كان في العام الماضي الاستعداد لفتح محجر الطور واخذت مصلحه الحجر الصحي في الاستعداد لفتح محجر الطور الحجاج في موسم الحج المقبل جريا علي عادتها في مثل هذا الوقت من كل عام مكافحه الغلاء ولبنان في سو…
1940-09-14	falastin	ar	falastin19400914-01.1.3	quarantine_station	الحجر الصحي		other:Ramallah	Ramallah			…يه والحجازيه النقد المصري في هذا العام بشان صحر فهم الاتفاق علي جعل سعر الجنيه المصري | كما كان في العام الماضي الاستعداد لفتح محجر الطور واخذت مصلحه الحجر الصحي في الاستعداد لفتح محجر الطور الحجاج في موسم الحج المقبل جريا علي عادتها في مثل هذا الوقت من كل عام مكافحه الغلاء ولبنان في سوريا بيروت - ا - يواصل ال…
1940-09-14	falastin	ar	falastin19400914-01.1.3	quarantine_station	محجر الطور		other:Ramallah	Ramallah			…ذا العام بشان صحر فهم الاتفاق علي جعل سعر الجنيه المصري | كما كان في العام الماضي الاستعداد لفتح محجر الطور واخذت مصلحه الحجر الصحي في الاستعداد لفتح محجر الطور الحجاج في موسم الحج المقبل جريا علي عادتها في مثل هذا الوقت من كل عام مكافحه الغلاء ولبنان في سوريا بيروت - ا - يواصل السيو بيو المندوب السامي الفرنس…
1940-10-18	falastin	ar	falastin19401018-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page				…وقفوا حياتهم علي خدمتها . لقد اتيحت لي مناسبه ، بل لقد جرتني المناسبه جدا الي الوقوف علي طرف من الخدمات الجليله الشان التي يءديها رسل الرحمه هءلاء في مستشفي الامراض الساريه البلدي بيانا ويعجزني وصف هذه الاعمال الانسانيه التي تجري في هذا المستشفي والتي يجهلها الناس الا من…
1940-12-04	falastin	ar	falastin19401204-01.1.3	kerentina	الكرنتينا		other:Nazareth	Nazareth			…ورد الي فلسطين خلال الاسبوع الماضي اربعه الاف راس ماشيه من الهز والاغنام من تركيا وقد وضعت هذه الانتقام من تركيا التقريرينا لمواشي في مراكز الكرنتينا التبخيرها والتاكد من نظافتها تمهيدا لتوزيعها علي المنتظر ان تنخفض اسعار اللحوم من ٣٠ قرشا للرطل كما في حالها اليوم بعد اصدار هذه الكميه الكبيره من ال…
1941-02-21	falastin	ar	falastin19410221-01.1.3	kerentina	الكرنتينا		page				…شوارع القابله لبحر في الي المنتديه وهي التي تضرون في المده الاخيره من مياه البحر ومياه الامطار . وقررت تعبيد الشارع للمقابل المقابر ( بالقرب من دايره الكرنتينا ) توصل لشارع الحلوه .…
1941-03-12	falastin	ar	falastin19410312-01.1.3	kerentina	الكرنتينا		page				…امت لجنه من بلديه يافا امس مءلفه من الساده: علي المستقيم ومسعود الدر هلي والمستر سكوت و محمد فهمي الدباغ مهندس البلديه بجوله تفتيشيه زاروا فيها دايره الكرنتينا الادخال بعض التصليحات عليها ومشاهده الاعمال الجاريه في الشارع الجديد الموصل بين شارع الحلوه والكرنتينا في العجمي - مشاهده الاعمال الجاريه في تعبيد شا…
1941-03-12	falastin	ar	falastin19410312-01.1.3	kerentina	والكرنتينا		page				…اغ مهندس البلديه بجوله تفتيشيه زاروا فيها دايره الكرنتينا الادخال بعض التصليحات عليها ومشاهده الاعمال الجاريه في الشارع الجديد الموصل بين شارع الحلوه والكرنتينا في العجمي - مشاهده الاعمال الجاريه في تعبيد شارع الملك جورج علي الطريقه الجديده وهي خلط الاصفات بالحصي والرمل وقد استغرقت هذه الجوله حوالي الساعتين…
1941-05-24	falastin	ar	falastin19410524-01.1.3	kerentina	الكرنتينا		page				…بينما كان احد مستخدمي قسم دايره التنظيفات في بلديه يافا واسمه محمد حسن عليوه تقوم بتنظيف بشر في مستشفي الكرنتينا في الجماليه مقط في البير و اختنق وقد توفي قبل ان يتمكن احد…
1941-06-04	falastin	ar	falastin19410604-01.1.2	kerentina	كرنتينا		other:Ramla	Ramla	plague		… ببعض (المخاتير) وابلغهم ان منطقه الرمله قد طهرت من طاعون الدجاج وانه اصبح تصدير الدجاج الي جميع انحاء المنطقه حرا ولا حظر عليه . ثم قام بالتفتيش علي كرنتينا محطه اللد وخيول البوليس تاليف لجان معارف محليه في القري تالفت لجان معارف محليه في قري القضاء برياسه القايمقام الاستاذ عبد الرزاق قليبو واعضاءها من مف…
1941-07-04	falastin	ar	falastin19410704-01.1.3	kerentina	الكرنتينا		page				…لواقعه ضمن حي العجمي فهي منتشره كما يلي : الماجا الارضي في كنيسه اللاتين ملجا دير الاقباط، مدخل عماره الحمامي اخوان الواقعه بين طريق الحلوه ومستشفي | الكرنتينا ، عماره عبد القادر سلال طريق الحلوه ، عماره الشيخ توفيق الدجاني عند ملتقي طريق الحلوه بسكنه درويش عماره طلاماس خلف بياره منطوره بالعجمي ، عماره منطور…
1941-08-12	falastin	ar	falastin19410812-01.1.3	quarantine_station	المحجر الصحي		page				…وخضار من سوريا وصلت الي المحجر الصحي في الله كميه من الابقار القبرصيه لحساب تجار الماشيه بيافا وتل ابيب ، ووصلت كميات من الخضار والفواكه السوريه ولكنها بيعت باسعار مرتفعه ونقلت السيارات …
1941-09-09	falastin	ar	falastin19410909-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		typhus		…تل ابيب اصيبوا بمرض التيفوس حتي ان الاسره المخصصه لهذا المرض قد صاقت عن الاتساع للمصابين وقد طلبت البلديه من الحكومه ان توسع مستشفي الامراض الساريه الموجود في باريس كانس وتضاعف عدد الاسره فيه بحيث تصبح ۷۰ سريرا لان الحاله تستدعي عمل ذلك V. بسرعه . بين طبيب وضابط وقع في الاسر مضابط ايطالي حمل من ا…
