n	id	date	publication	title	snippet	forms
346	dav19470904-01.1.1	4 September 1947	dav	Page 1	"<div class=""txtsearchsnippet"">... מפירי השביתה‭4. ‬ נפצעו קשה _בפגינימ ובמקלות והועברו אל <b class=""highlightcolor"">ביתהחולים הממשלתי‭??......</b> ‬• _^</div>"	maqaf
347	dav19470910-01.1.6	10 September 1947	dav	Page 6	"<div class=""txtsearchsnippet"">... השאר — קשה. גט נח;המכונית העל'נית נפצע והועבר אל <b class=""highlightcolor"">בית החולים \ הממשלתי</b> • משטית חדלה חוקרת.</div>"	spelled
348	dav19470911-01.1.1	11 September 1947	dav	Page 1	"<div class=""txtsearchsnippet"">... תצא הבוקר ב־9 מבית סמינר הקיבוצים בשב' הירקון (ליד <b class=""highlightcolor"">בית החולים הממשלתי</b> למושבות‭!(‬י. מרגולין יובא לקבורה — כבקשתו בצוואה ...</div>"	spelled
349	dav19471014-01.1.1	14 October 1947	dav	Page 1	"<div class=""txtsearchsnippet"">... לבית החולים ־על ידי מגן דוד אדום, לאחר שמכונית <b class=""highlightcolor"">בית החולים הממשלתי</b> התמהמהה לבוא. היתה שמירי! , מיום שבת ...</div>"	spelled
350	dav19471017-01.1.10	17 October 1947	dav	Page 10	"<div class=""txtsearchsnippet"">... אזעקה לאחד שנפלט כדור מנשקי של חייל ששמד על <b class=""highlightcolor"">בית החולים הממשלתי‭—.</b> ‬ בעיד העתיקה בילושלים התפוצץ, אול ליום ...</div>"	spelled
351	dav19471017-01.1.17	17 October 1947	dav	Page 17	"<div class=""txtsearchsnippet"">... יום וחבורות אבלים מוכי האסון עמדו קודרים ואומללים ליד <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה, שעות מעטות לאחר שקול הנפץ העז הרעיש ...</div>"	maqaf
352	dav19471023-01.1.1	23 October 1947	dav	Page 1	"<div class=""txtsearchsnippet"">... דרך, בתוכם שוטר ערבי , נפצעו ק57ה _והועברי אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו. הפצצה השניה נזרקה _ב־8 אל חנות ...</div>"	spelled
353	dav19471124-01.1.4	24 November 1947	dav	Page 4	"<div class=""txtsearchsnippet"">... על הירקון ונפגע בשני כדורים בידו, עזב אתמול את <b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון‭. ""‬ איגוד לוצאי . וילנא‭.. ‬קבלת ...</div>"	spelled
354	dav19471209-01.1.3	9 December 1947	dav	Page 3	"<div class=""txtsearchsnippet"">... עבודות שיכון נרחבות בת''א, קרית ~ עבודה, קרית חיים, <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. הקמת נ8ל ת""א בשיתוף המש־ רד ...</div>"	spelled
355	dav19471215-01.1.1	15 December 1947	dav	Page 1	"<div class=""txtsearchsnippet"">... נגיע במחלת עצבים. גויתו הועברה אל חדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> _בפרדט בץ. ? עוצר הלילה‭5, ‬צ_5ה נמשך ...</div>"	spelled
356	dav19471217-01.1.4	17 December 1947	dav	Page 4	"<div class=""txtsearchsnippet"">... צע בראשו ע""י ערבי אחר. במצב קשה הובא אל <b class=""highlightcolor"">בית החולים הממשלתי.</b> _העתילות -הערבית קובלת על התקפות _העתונת הערבית ...</div>"	spelled
357	dav19471229-01.1.1	29 December 1947	dav	Page 1	"<div class=""txtsearchsnippet"">קרבנות ירושלים אתמול הם: ד""ר הוגו לארס, רופא <b class=""highlightcolor"">בית־החולים הממשלתי</b> בבית־ צפא3ה, כין ‭. 40‬דוד נוימרק, בן 16 ...</div>"	maqaf
358	dav19480101-01.1.1	1 January 1948	dav	Page 1	"<div class=""txtsearchsnippet"">... הצהריים הועברו הרופאים היהודים, ;אהיות והמתלמדות, כ־40 איש בסך־חכל, <b class=""highlightcolor"">!בית החולים הממשלתי</b> בבת־גלים. המגב _ובית־ההולים ללא נשוא. ערבים מן ...</div>"	spelled
359	dav19480107-01.1.1	7 January 1948	dav	Page 1	"<div class=""txtsearchsnippet"">... הבריאות בהדר הכרמל (עד עתה נמצאת מחלקת הבריאות בתוך <b class=""highlightcolor"">בית החולים הממשלתי</b> בבת־גליב, ויהודים אינם יכולים ליהנות _סתירותיה‭. (‬ ...</div>"	spelled
360	dav19480109-01.1.1	9 January 1948	dav	Page 1	"<div class=""txtsearchsnippet"">... לא הביע כל רגשות זוועה. נרצח רופא יחידי בתוך <b class=""highlightcolor"">בית חולים ממשלתי</b> בשעת עבודתו — השלטון לא הביע כל ...</div>"	indefinite
361	dav19480114-01.1.1	14 January 1948	dav	Page 1	"<div class=""txtsearchsnippet"">... גויות שלא זוהו בביה""ה הממשלתי כהיפה בחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה מוטלות שתי גויות, האחת נמצאה ביום ...</div>"	spelled
362	dav19480119-01.1.3	19 January 1948	dav	Page 3	"<div class=""txtsearchsnippet"">... אי גינוי על הרצה השפל של ד""ר לארס. מנהל <b class=""highlightcolor"">בית החולים הממשלתי</b> בבית־צפפה, היא מצאה לנכון לפרסם ידיעות על ...</div>"	spelled
363	dav19480120-01.1.5	20 January 1948	dav	Page 5	"<div class=""txtsearchsnippet"">... שקרנים. עכשיו גם מסתבר, מדוע שתקה המחלקה לאחר שרופא <b class=""highlightcolor"">בית החולים הממשלתי</b> בבית _צפפה ד""ר לארס נר-</div>"	spelled
364	dav19480122-01.1.1	22 January 1948	dav	Page 1	"<div class=""txtsearchsnippet"">... ששה ‭;, ‬ ימים. מחברה קדישא התקשרו טלפונית עם <b class=""highlightcolor"">בית־החולים הממשלתי,</b> כדי לברר, מאין _הובאה הגרה והיכן נמצאה, אך ...</div>"	maqaf
365	dav19480125-01.1.4	25 January 1948	dav	Page 4	"<div class=""txtsearchsnippet"">לפני -שלינה שטעית עזבו גל העלב־ דים _הימורים את <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה ועד עתה לא נעשו שם כל סידורי ...</div>"	maqaf
366	dav19480128-01.1.1	28 January 1948	dav	Page 1	"<div class=""txtsearchsnippet"">... _8נימ‭3~. ‬ת ‭-, 50‬ _פצעיה קלים;שני הפצועים נלקחו אל <b class=""highlightcolor"">ביה""ח הממשלתי</b> ‭--. ‬רקרג_*ה. בת 60 נפצעה־ ביום ב'־ *ד ...</div>"	abbreviated
367	dav19480205-01.1.1	5 February 1948	dav	Page 1	"<div class=""txtsearchsnippet"">... בן ‭. 19‬גופתו הועברה ע''י המשטרה _ב־2 בלילה אל <b class=""highlightcolor"">בית החולים הממשלתי</b> _גבת־גלים. נאסרו 8 עובדי נטל יהודים.</div>"	spelled
368	dav19480212-01.1.3	12 February 1948	dav	Page 3	"<div class=""txtsearchsnippet"">מצג הבריאות בעקב המאורעות האחרונים נשאר <b class=""highlightcolor"">בית־ החולים הממשלתי</b> — הסמוך לבית הסוהר — בלי ייופא ...</div>"	spelled
369	dav19480215-01.1.2	15 February 1948	dav	Page 2	"<div class=""txtsearchsnippet"">... הלק מן הפצועים במכוניות ה""צלב האלום"" של הצבא, אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ברמלה. . _כריגאדח בינלאומית"" - נגד כוחות ...</div>"	spelled
370	dav19480216-01.1.4	16 February 1948	dav	Page 4	"<div class=""txtsearchsnippet"">... בפברואר _מארצות־הברית בדרכו לארץ. לתשומת לב קרובי חולי-הרוח של <b class=""highlightcolor"">בית החולים הממשלתי</b> ? בבת-יפ אינפורמציה על מצבם של החולים ...</div>"	spelled
371	dav19480225-01.1.2	25 February 1948	dav	Page 2	"<div class=""txtsearchsnippet"">... גי. פגז אהד נפל ליד מחלקת היולדות של י <b class=""highlightcolor"">בית החולים הממשלתי,</b> אחד על גג בית הדואר ואחד ברחוב ...</div>"	spelled
372	dav19480302-01.1.6	2 March 1948	dav	Page 6	"<div class=""txtsearchsnippet"">לידי י הודים <b class=""highlightcolor"">_בית־החולים הממשלתי</b> למחלות מדבקות שבפרדס־כ""ץ עבר לידי היהודים, לאיור שהמנהלת ...</div>"	maqaf
373	dav19480309-01.1.6	9 March 1948	dav	Page 6	"<div class=""txtsearchsnippet"">... האחות הותיקה חיה פורמן . גתמנתה *חית אהיאית -של <b class=""highlightcolor"">בית החולים הממשלתי</b> למושבות‭-. ‬כידוע‭-'‬ שימשה בתפקיד זה, 0_אז פתיחת ...</div>"	spelled
374	dav19480325-01.1.2	25 March 1948	dav	Page 2	"<div class=""txtsearchsnippet"">... ההוליפ הממשלתי ל8וש3ות - לעירית תל־אכיב גודע לנו כי <b class=""highlightcolor"">בית החולים הממשלתי</b> למושבות _גתל־אנינ יעבור לרשות הע יביה- ‭-,, ...</div>"	spelled
375	dav19480401-01.1.4	1 April 1948	dav	Page 4	"<div class=""txtsearchsnippet"">... אתו1 בענינים הנוגעים לעיר: שמירת נמל יפו והנהלתו, ספירת <b class=""highlightcolor"">בית החולים הממשלתי</b> לעירית, הגברת ""התגוננותה"" של יפו והגדלת מספר ...</div>"	spelled
376	dav19480408-01.1.1	8 April 1948	dav	Page 1	"<div class=""txtsearchsnippet"">... שנפצעו קל שלשום בד־ רך לירושלים, הובאו אהטול אל <b class=""highlightcolor"">בית החולים הממשלתי</b> למושבות בתל־אביב. ש_^ו תיהה: חייפ בוזליל מרחוב ...</div>"	spelled
377	dav19480414-01.1.2	14 April 1948	dav	Page 2	"<div class=""txtsearchsnippet"">... הפצוע, אולם יריות אנשי המגן מנעו זאת מהם. אל <b class=""highlightcolor"">בית החולים הממשלתי</b> . הירקון* הובא אתמול, פצוע בכדור ברגל, ...</div>"	spelled
378	dav19480421-01.1.4	21 April 1948	dav	Page 4	"<div class=""txtsearchsnippet"">... ובה של הקובה עמלה למען ההר לה העדבי, אזרח <b class=""highlightcolor"">בית החולים הממשלתי.</b> עם פרוץ המאוועות הועברה ליוושלים. לא הובה ...</div>"	spelled
379	dav19480516-01.1.2	16 May 1948	dav	Page 2	"<div class=""txtsearchsnippet"">... הכהויט מישלםים השוגים נעיר. בין היתר השתלטו היהירים על <b class=""highlightcolor"">בית החולים הממשלתי</b> ועל בית־החולים האיטלקי. , ה5ימה"" עם הי'טוכ ...</div>"	spelled
380	dav19480620-01.1.3	20 June 1948	dav	Page 3	"<div class=""txtsearchsnippet"">ת י . פ ה י . <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה מתארגז מחדש</div>"	abbreviated,spelled
381	dav19480621-01.1.3	21 June 1948	dav	Page 3	"<div class=""txtsearchsnippet"">... את כל עניני האישפוז בחיפה רבתי , להעביר אל <b class=""highlightcolor"">בית החולים הממשלתי</b> את רוב המחלקות של שאר בתי החולים, ...</div>"	spelled
382	dav19480809-01.1.3	9 August 1948	dav	Page 3	"<div class=""txtsearchsnippet"">... נציגי הממשלה, באיכות עירית היפה יועד קהילת חיפה יועבר <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה -אשר באופן זמני היה בהנהלת העירית ...</div>"	spelled
383	dav19480831-01.1.4	31 August 1948	dav	Page 4	"<div class=""txtsearchsnippet"">... סקיי-ה על מצב _האישסוז בבתי _החוליפ בחיקה עם העברת <b class=""highlightcolor"">בית החולים הממשלתי</b> לידי מדינו!ישראל ובית החוליםרו&amp;שילד"" לידי העי־ דיה. ...</div>"	spelled
384	dav19480917-01.1.4	17 September 1948	dav	Page 4	"<div class=""txtsearchsnippet"">... ‭"". ‬תנו ובצאתם חזיר;למקום אשר משם באו. על מרפסת <b class=""highlightcolor"">-בית_""החולים הממשלתי</b> הקשבתי לדברי _£מו של אחד החיילים הפצועים בשיחתה ...</div>"	maqaf
385	dav19480917-01.1.6	17 September 1948	dav	Page 6	"<div class=""txtsearchsnippet"">... לאחיות ליד ביה""ח הירקון בתל־אביב ובית הספר לאחיות ליד <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה. מסט־ התלמידות בשני בתי־הספו הוא ‭. 70‬ ...</div>"	abbreviated
386	dav19480928-01.1.4	28 September 1948	dav	Page 4	"<div class=""txtsearchsnippet"">... נמצא בג'בליד‭), ‬יפו) לח' ב' מס' 141_־12 ל יד <b class=""highlightcolor"">בית החולים הממשלתי.</b> האוטובוס (של דרום יהודה) לג'בליה יוצא מהתחנ ...</div>"	spelled
387	dav19481003-01.1.18	3 October 1948	dav	Page 18	"<div class=""txtsearchsnippet"">. החופי* המצ3 בנין העובדים בבית-החלןים הממשלתי עובדי <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה סירבי לקבל את טשטרתט בעד חודש ספטמבר. ...</div>"	maqaf
388	dhy19300417-01.1.1	17 April 1930	dhy	Page 1	"<div class=""txtsearchsnippet"">... פאיז חדאד• המשפט נפסק צשבועים _מכיון שר""ר אוריוניג הפא <b class=""highlightcolor"">בית החולים הממשלתי</b> בחבהן שיצריך היד, ‭_. _#‬עיד במשפט זה ...</div>"	spelled
389	dhy19310301-01.1.4	1 March 1931	dhy	Page 4	"<div class=""txtsearchsnippet"">... עדויותיהם של מפקח המשטרה מר עבוד"" אחות ופקיד ‭2'‬ל <b class=""highlightcolor"">_ביה""ח הממשלתי</b> שטפלו באשה הפצועה, ‭:.. ""‬שפט ימשך עוד כמר. ...</div>"	abbreviated
390	dhy19310308-01.1.4	8 March 1931	dhy	Page 4	"<div class=""txtsearchsnippet"">... 100 לא י' י לסלילת חלק מדר רהוב שע""י <b class=""highlightcolor"">ביה""ח הממשלתי</b> כפי דרישת הממ־ ש לה . ג)ל. מסור ...</div>"	abbreviated
391	dhy19310417-01.1.1	17 April 1931	dhy	Page 1	"<div class=""txtsearchsnippet"">... ‭!ל הל רב, ביניהם ' גם לןךובי""ההרוגה הלכו: עד <b class=""highlightcolor"">בית החולים הממשלתי,</b> ו ?ריאות ימנם הרעישו את חלל ארה ...</div>"	spelled
